Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Month,Sales,City,State,Hour
176774,USB-C Charging Cable,1,11.95,2019-04-25 15:06:00,"372 Church St, Los Angeles, CA 90001",4,11.95, Los Angeles, CA 90001,15
176781,iPhone,1,700.0,2019-04-03 07:37:00,"976 Hickory St, Dallas, TX 75001",4,700.0, Dallas, TX 75001,7
176781,Lightning Charging Cable,1,14.95,2019-04-03 07:37:00,"976 Hickory St, Dallas, TX 75001",4,14.95, Dallas, TX 75001,7
176797,Google Phone,1,600.0,2019-04-21 08:54:00,"923 Elm St, Los Angeles, CA 90001",4,600.0, Los Angeles, CA 90001,8
176797,Bose SoundSport Headphones,1,99.99,2019-04-21 08:54:00,"923 Elm St, Los Angeles, CA 90001",4,99.99, Los Angeles, CA 90001,8
176797,Wired Headphones,1,11.99,2019-04-21 08:54:00,"923 Elm St, Los Angeles, CA 90001",4,11.99, Los Angeles, CA 90001,8
176805,Google Phone,1,600.0,2019-04-01 15:50:00,"91 Lincoln St, Portland, OR 97035",4,600.0, Portland, OR 97035,15
176805,USB-C Charging Cable,1,11.95,2019-04-01 15:50:00,"91 Lincoln St, Portland, OR 97035",4,11.95, Portland, OR 97035,15
176808,Google Phone,1,600.0,2019-04-28 18:03:00,"933 Meadow St, San Francisco, CA 94016",4,600.0, San Francisco, CA 94016,18
176808,Wired Headphones,1,11.99,2019-04-28 18:03:00,"933 Meadow St, San Francisco, CA 94016",4,11.99, San Francisco, CA 94016,18
176813,Google Phone,1,600.0,2019-04-28 18:01:00,"269 Hill St, Atlanta, GA 30301",4,600.0, Atlanta, GA 30301,18
176813,Wired Headphones,1,11.99,2019-04-28 18:01:00,"269 Hill St, Atlanta, GA 30301",4,11.99, Atlanta, GA 30301,18
176935,AAA Batteries (4-pack),1,2.99,2019-04-03 21:31:00,"315 1st St, Dallas, TX 75001",4,2.99, Dallas, TX 75001,21
176935,27in FHD Monitor,1,149.99,2019-04-03 21:31:00,"315 1st St, Dallas, TX 75001",4,149.99, Dallas, TX 75001,21
176975,USB-C Charging Cable,1,11.95,2019-04-23 15:46:00,"28 13th St, San Francisco, CA 94016",4,11.95, San Francisco, CA 94016,15
176975,AAA Batteries (4-pack),1,2.99,2019-04-23 15:46:00,"28 13th St, San Francisco, CA 94016",4,2.99, San Francisco, CA 94016,15
176989,Google Phone,1,600.0,2019-04-09 13:43:00,"346 9th St, Los Angeles, CA 90001",4,600.0, Los Angeles, CA 90001,13
176989,USB-C Charging Cable,1,11.95,2019-04-09 13:43:00,"346 9th St, Los Angeles, CA 90001",4,11.95, Los Angeles, CA 90001,13
176993,iPhone,1,700.0,2019-04-07 09:43:00,"28 South St, Los Angeles, CA 90001",4,700.0, Los Angeles, CA 90001,9
176993,Wired Headphones,1,11.99,2019-04-07 09:43:00,"28 South St, Los Angeles, CA 90001",4,11.99, Los Angeles, CA 90001,9
177022,iPhone,1,700.0,2019-04-17 18:14:00,"216 Chestnut St, Los Angeles, CA 90001",4,700.0, Los Angeles, CA 90001,18
177022,Wired Headphones,1,11.99,2019-04-17 18:14:00,"216 Chestnut St, Los Angeles, CA 90001",4,11.99, Los Angeles, CA 90001,18
177102,iPhone,1,700.0,2019-04-24 05:19:00,"542 Center St, New York City, NY 10001",4,700.0, New York City, NY 10001,5
177102,27in 4K Gaming Monitor,1,389.99,2019-04-24 05:19:00,"542 Center St, New York City, NY 10001",4,389.99, New York City, NY 10001,5
177115,iPhone,1,700.0,2019-04-19 19:10:00,"71 6th St, San Francisco, CA 94016",4,700.0, San Francisco, CA 94016,19
177115,Lightning Charging Cable,1,14.95,2019-04-19 19:10:00,"71 6th St, San Francisco, CA 94016",4,14.95, San Francisco, CA 94016,19
177117,ThinkPad Laptop,1,999.99,2019-04-16 19:34:00,"564 Hill St, San Francisco, CA 94016",4,999.99, San Francisco, CA 94016,19
177117,AAA Batteries (4-pack),1,2.99,2019-04-16 19:34:00,"564 Hill St, San Francisco, CA 94016",4,2.99, San Francisco, CA 94016,19
177167,iPhone,1,700.0,2019-04-28 16:40:00,"39 Lakeview St, Boston, MA 02215",4,700.0, Boston, MA 02215,16
177167,Apple Airpods Headphones,1,150.0,2019-04-28 16:40:00,"39 Lakeview St, Boston, MA 02215",4,150.0, Boston, MA 02215,16
177167,AAA Batteries (4-pack),3,2.99,2019-04-28 16:40:00,"39 Lakeview St, Boston, MA 02215",4,8.97, Boston, MA 02215,16
177178,iPhone,1,700.0,2019-04-07 00:02:00,"342 Dogwood St, Seattle, WA 98101",4,700.0, Seattle, WA 98101,0
177178,Lightning Charging Cable,1,14.95,2019-04-07 00:02:00,"342 Dogwood St, Seattle, WA 98101",4,14.95, Seattle, WA 98101,0
177181,Wired Headphones,1,11.99,2019-04-09 00:49:00,"309 8th St, Los Angeles, CA 90001",4,11.99, Los Angeles, CA 90001,0
177181,Apple Airpods Headphones,1,150.0,2019-04-09 00:49:00,"309 8th St, Los Angeles, CA 90001",4,150.0, Los Angeles, CA 90001,0
177182,Macbook Pro Laptop,1,1700.0,2019-04-10 22:00:00,"332 10th St, Los Angeles, CA 90001",4,1700.0, Los Angeles, CA 90001,22
177182,ThinkPad Laptop,1,999.99,2019-04-10 22:00:00,"332 10th St, Los Angeles, CA 90001",4,999.99, Los Angeles, CA 90001,22
177184,AA Batteries (4-pack),1,3.84,2019-04-01 16:49:00,"289 Hill St, Atlanta, GA 30301",4,3.84, Atlanta, GA 30301,16
177184,Flatscreen TV,1,300.0,2019-04-01 16:49:00,"289 Hill St, Atlanta, GA 30301",4,300.0, Atlanta, GA 30301,16
177198,Vareebadd Phone,1,400.0,2019-04-06 16:07:00,"154 6th St, New York City, NY 10001",4,400.0, New York City, NY 10001,16
177198,USB-C Charging Cable,2,11.95,2019-04-06 16:07:00,"154 6th St, New York City, NY 10001",4,23.9, New York City, NY 10001,16
177201,USB-C Charging Cable,1,11.95,2019-04-26 16:13:00,"505 River St, Los Angeles, CA 90001",4,11.95, Los Angeles, CA 90001,16
177201,Lightning Charging Cable,1,14.95,2019-04-26 16:13:00,"505 River St, Los Angeles, CA 90001",4,14.95, Los Angeles, CA 90001,16
177213,iPhone,1,700.0,2019-04-25 10:04:00,"756 Lincoln St, Dallas, TX 75001",4,700.0, Dallas, TX 75001,10
177213,Lightning Charging Cable,1,14.95,2019-04-25 10:04:00,"756 Lincoln St, Dallas, TX 75001",4,14.95, Dallas, TX 75001,10
177228,Google Phone,1,600.0,2019-04-17 19:38:00,"233 South St, Dallas, TX 75001",4,600.0, Dallas, TX 75001,19
177228,AA Batteries (4-pack),1,3.84,2019-04-17 19:38:00,"233 South St, Dallas, TX 75001",4,3.84, Dallas, TX 75001,19
177254,AA Batteries (4-pack),1,3.84,2019-04-21 02:12:00,"689 Cherry St, Boston, MA 02215",4,3.84, Boston, MA 02215,2
177254,AAA Batteries (4-pack),2,2.99,2019-04-21 02:12:00,"689 Cherry St, Boston, MA 02215",4,5.98, Boston, MA 02215,2
177256,Bose SoundSport Headphones,1,99.99,2019-04-28 21:34:00,"789 11th St, San Francisco, CA 94016",4,99.99, San Francisco, CA 94016,21
177256,AA Batteries (4-pack),1,3.84,2019-04-28 21:34:00,"789 11th St, San Francisco, CA 94016",4,3.84, San Francisco, CA 94016,21
177300,20in Monitor,1,109.99,2019-04-03 21:33:00,"276 Lincoln St, Los Angeles, CA 90001",4,109.99, Los Angeles, CA 90001,21
177300,Apple Airpods Headphones,1,150.0,2019-04-03 21:33:00,"276 Lincoln St, Los Angeles, CA 90001",4,150.0, Los Angeles, CA 90001,21
177367,Google Phone,1,600.0,2019-04-05 07:52:00,"141 Chestnut St, San Francisco, CA 94016",4,600.0, San Francisco, CA 94016,7
177367,USB-C Charging Cable,1,11.95,2019-04-05 07:52:00,"141 Chestnut St, San Francisco, CA 94016",4,11.95, San Francisco, CA 94016,7
177367,Bose SoundSport Headphones,1,99.99,2019-04-05 07:52:00,"141 Chestnut St, San Francisco, CA 94016",4,99.99, San Francisco, CA 94016,7
177398,27in FHD Monitor,1,149.99,2019-04-13 21:54:00,"640 8th St, Los Angeles, CA 90001",4,149.99, Los Angeles, CA 90001,21
177398,AAA Batteries (4-pack),1,2.99,2019-04-13 21:54:00,"640 8th St, Los Angeles, CA 90001",4,2.99, Los Angeles, CA 90001,21
177428,Vareebadd Phone,1,400.0,2019-04-15 08:19:00,"481 Jefferson St, Boston, MA 02215",4,400.0, Boston, MA 02215,8
177428,USB-C Charging Cable,1,11.95,2019-04-15 08:19:00,"481 Jefferson St, Boston, MA 02215",4,11.95, Boston, MA 02215,8
177441,iPhone,1,700.0,2019-04-16 14:38:00,"559 Elm St, Dallas, TX 75001",4,700.0, Dallas, TX 75001,14
177441,Lightning Charging Cable,1,14.95,2019-04-16 14:38:00,"559 Elm St, Dallas, TX 75001",4,14.95, Dallas, TX 75001,14
177443,Apple Airpods Headphones,1,150.0,2019-04-21 16:42:00,"23 9th St, Dallas, TX 75001",4,150.0, Dallas, TX 75001,16
177443,27in 4K Gaming Monitor,1,389.99,2019-04-21 16:42:00,"23 9th St, Dallas, TX 75001",4,389.99, Dallas, TX 75001,16
177448,Google Phone,1,600.0,2019-04-24 19:38:00,"915 Forest St, Los Angeles, CA 90001",4,600.0, Los Angeles, CA 90001,19
177448,USB-C Charging Cable,1,11.95,2019-04-24 19:38:00,"915 Forest St, Los Angeles, CA 90001",4,11.95, Los Angeles, CA 90001,19
177486,ThinkPad Laptop,1,999.99,2019-04-21 16:24:00,"809 Highland St, Seattle, WA 98101",4,999.99, Seattle, WA 98101,16
177486,Google Phone,1,600.0,2019-04-21 16:24:00,"809 Highland St, Seattle, WA 98101",4,600.0, Seattle, WA 98101,16
177504,Google Phone,1,600.0,2019-04-10 14:39:00,"19 Cedar St, Boston, MA 02215",4,600.0, Boston, MA 02215,14
177504,USB-C Charging Cable,1,11.95,2019-04-10 14:39:00,"19 Cedar St, Boston, MA 02215",4,11.95, Boston, MA 02215,14
177506,iPhone,1,700.0,2019-04-02 07:46:00,"656 Pine St, Los Angeles, CA 90001",4,700.0, Los Angeles, CA 90001,7
177506,Apple Airpods Headphones,1,150.0,2019-04-02 07:46:00,"656 Pine St, Los Angeles, CA 90001",4,150.0, Los Angeles, CA 90001,7
177511,iPhone,1,700.0,2019-04-07 17:38:00,"719 North St, Los Angeles, CA 90001",4,700.0, Los Angeles, CA 90001,17
177511,Lightning Charging Cable,1,14.95,2019-04-07 17:38:00,"719 North St, Los Angeles, CA 90001",4,14.95, Los Angeles, CA 90001,17
177569,Wired Headphones,1,11.99,2019-04-27 10:31:00,"994 7th St, Los Angeles, CA 90001",4,11.99, Los Angeles, CA 90001,10
177569,Google Phone,1,600.0,2019-04-27 10:31:00,"994 7th St, Los Angeles, CA 90001",4,600.0, Los Angeles, CA 90001,10
177578,Google Phone,1,600.0,2019-04-28 22:51:00,"752 Park St, Dallas, TX 75001",4,600.0, Dallas, TX 75001,22
177578,USB-C Charging Cable,1,11.95,2019-04-28 22:51:00,"752 Park St, Dallas, TX 75001",4,11.95, Dallas, TX 75001,22
177582,Bose SoundSport Headphones,1,99.99,2019-04-16 17:19:00,"707 9th St, Dallas, TX 75001",4,99.99, Dallas, TX 75001,17
177582,Wired Headphones,1,11.99,2019-04-16 17:19:00,"707 9th St, Dallas, TX 75001",4,11.99, Dallas, TX 75001,17
177592,iPhone,1,700.0,2019-04-19 11:10:00,"448 Maple St, San Francisco, CA 94016",4,700.0, San Francisco, CA 94016,11
177592,Lightning Charging Cable,2,14.95,2019-04-19 11:10:00,"448 Maple St, San Francisco, CA 94016",4,29.9, San Francisco, CA 94016,11
177638,Apple Airpods Headphones,1,150.0,2019-04-04 12:44:00,"261 Center St, Portland, OR 97035",4,150.0, Portland, OR 97035,12
177638,Google Phone,1,600.0,2019-04-04 12:44:00,"261 Center St, Portland, OR 97035",4,600.0, Portland, OR 97035,12
177681,AAA Batteries (4-pack),1,2.99,2019-04-01 14:07:00,"259 7th St, Dallas, TX 75001",4,2.99, Dallas, TX 75001,14
177681,Macbook Pro Laptop,1,1700.0,2019-04-01 14:07:00,"259 7th St, Dallas, TX 75001",4,1700.0, Dallas, TX 75001,14
177719,Google Phone,1,600.0,2019-04-18 23:41:00,"533 Adams St, Los Angeles, CA 90001",4,600.0, Los Angeles, CA 90001,23
177719,USB-C Charging Cable,1,11.95,2019-04-18 23:41:00,"533 Adams St, Los Angeles, CA 90001",4,11.95, Los Angeles, CA 90001,23
177758,USB-C Charging Cable,1,11.95,2019-04-01 19:21:00,"963 Center St, Boston, MA 02215",4,11.95, Boston, MA 02215,19
177758,Lightning Charging Cable,1,14.95,2019-04-01 19:21:00,"963 Center St, Boston, MA 02215",4,14.95, Boston, MA 02215,19
177769,iPhone,1,700.0,2019-04-14 22:54:00,"728 Church St, Atlanta, GA 30301",4,700.0, Atlanta, GA 30301,22
177769,Lightning Charging Cable,1,14.95,2019-04-14 22:54:00,"728 Church St, Atlanta, GA 30301",4,14.95, Atlanta, GA 30301,22
177778,iPhone,1,700.0,2019-05-01 00:48:00,"478 West St, Boston, MA 02215",5,700.0, Boston, MA 02215,0
177778,Apple Airpods Headphones,1,150.0,2019-05-01 00:48:00,"478 West St, Boston, MA 02215",5,150.0, Boston, MA 02215,0
177782,Lightning Charging Cable,2,14.95,2019-04-17 20:30:00,"29 5th St, San Francisco, CA 94016",4,29.9, San Francisco, CA 94016,20
177782,27in 4K Gaming Monitor,1,389.99,2019-04-17 20:30:00,"29 5th St, San Francisco, CA 94016",4,389.99, San Francisco, CA 94016,20
177795,Apple Airpods Headphones,1,150.0,2019-04-27 19:45:00,"740 14th St, Seattle, WA 98101",4,150.0, Seattle, WA 98101,19
177795,Apple Airpods Headphones,1,150.0,2019-04-27 19:45:00,"740 14th St, Seattle, WA 98101",4,150.0, Seattle, WA 98101,19
177800,Google Phone,1,600.0,2019-04-03 11:56:00,"880 9th St, Portland, ME 04101",4,600.0, Portland, ME 04101,11
177800,USB-C Charging Cable,1,11.95,2019-04-03 11:56:00,"880 9th St, Portland, ME 04101",4,11.95, Portland, ME 04101,11
177800,Wired Headphones,1,11.99,2019-04-03 11:56:00,"880 9th St, Portland, ME 04101",4,11.99, Portland, ME 04101,11
177815,Apple Airpods Headphones,1,150.0,2019-04-19 20:27:00,"124 5th St, Dallas, TX 75001",4,150.0, Dallas, TX 75001,20
177815,Lightning Charging Cable,1,14.95,2019-04-19 20:27:00,"124 5th St, Dallas, TX 75001",4,14.95, Dallas, TX 75001,20
177861,AA Batteries (4-pack),1,3.84,2019-04-23 06:32:00,"712 Washington St, Boston, MA 02215",4,3.84, Boston, MA 02215,6
177861,Apple Airpods Headphones,1,150.0,2019-04-23 06:32:00,"712 Washington St, Boston, MA 02215",4,150.0, Boston, MA 02215,6
177874,iPhone,1,700.0,2019-04-04 18:23:00,"334 Willow St, Boston, MA 02215",4,700.0, Boston, MA 02215,18
177874,Apple Airpods Headphones,1,150.0,2019-04-04 18:23:00,"334 Willow St, Boston, MA 02215",4,150.0, Boston, MA 02215,18
177971,iPhone,1,700.0,2019-04-30 08:05:00,"81 Lincoln St, San Francisco, CA 94016",4,700.0, San Francisco, CA 94016,8
177971,Lightning Charging Cable,1,14.95,2019-04-30 08:05:00,"81 Lincoln St, San Francisco, CA 94016",4,14.95, San Francisco, CA 94016,8
177996,iPhone,1,700.0,2019-04-07 17:20:00,"37 Jackson St, Atlanta, GA 30301",4,700.0, Atlanta, GA 30301,17
177996,Lightning Charging Cable,1,14.95,2019-04-07 17:20:00,"37 Jackson St, Atlanta, GA 30301",4,14.95, Atlanta, GA 30301,17
178009,34in Ultrawide Monitor,1,379.99,2019-04-10 16:01:00,"829 1st St, New York City, NY 10001",4,379.99, New York City, NY 10001,16
178009,USB-C Charging Cable,1,11.95,2019-04-10 16:01:00,"829 1st St, New York City, NY 10001",4,11.95, New York City, NY 10001,16
178029,iPhone,1,700.0,2019-04-06 21:15:00,"800 9th St, Los Angeles, CA 90001",4,700.0, Los Angeles, CA 90001,21
178029,Apple Airpods Headphones,1,150.0,2019-04-06 21:15:00,"800 9th St, Los Angeles, CA 90001",4,150.0, Los Angeles, CA 90001,21
178106,AAA Batteries (4-pack),1,2.99,2019-04-27 19:11:00,"995 Maple St, Seattle, WA 98101",4,2.99, Seattle, WA 98101,19
178106,Wired Headphones,1,11.99,2019-04-27 19:11:00,"995 Maple St, Seattle, WA 98101",4,11.99, Seattle, WA 98101,19
178118,iPhone,1,700.0,2019-04-27 11:48:00,"139 Dogwood St, Boston, MA 02215",4,700.0, Boston, MA 02215,11
178118,AAA Batteries (4-pack),1,2.99,2019-04-27 11:48:00,"139 Dogwood St, Boston, MA 02215",4,2.99, Boston, MA 02215,11
178135,Lightning Charging Cable,1,14.95,2019-04-13 22:31:00,"994 Center St, New York City, NY 10001",4,14.95, New York City, NY 10001,22
178135,AA Batteries (4-pack),2,3.84,2019-04-13 22:31:00,"994 Center St, New York City, NY 10001",4,7.68, New York City, NY 10001,22
178137,Lightning Charging Cable,1,14.95,2019-04-07 05:46:00,"679 Church St, Atlanta, GA 30301",4,14.95, Atlanta, GA 30301,5
178137,AA Batteries (4-pack),2,3.84,2019-04-07 05:46:00,"679 Church St, Atlanta, GA 30301",4,7.68, Atlanta, GA 30301,5
178158,Google Phone,1,600.0,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",4,600.0, San Francisco, CA 94016,21
178158,USB-C Charging Cable,1,11.95,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",4,11.95, San Francisco, CA 94016,21
178158,Wired Headphones,1,11.99,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",4,11.99, San Francisco, CA 94016,21
178158,USB-C Charging Cable,1,11.95,2019-04-28 21:13:00,"197 Center St, San Francisco, CA 94016",4,11.95, San Francisco, CA 94016,21
178162,iPhone,1,700.0,2019-04-09 10:49:00,"888 North St, Seattle, WA 98101",4,700.0, Seattle, WA 98101,10
178162,Lightning Charging Cable,1,14.95,2019-04-09 10:49:00,"888 North St, Seattle, WA 98101",4,14.95, Seattle, WA 98101,10
178168,AA Batteries (4-pack),1,3.84,2019-04-21 14:48:00,"583 Washington St, New York City, NY 10001",4,3.84, New York City, NY 10001,14
178168,Macbook Pro Laptop,1,1700.0,2019-04-21 14:48:00,"583 Washington St, New York City, NY 10001",4,1700.0, New York City, NY 10001,14
178190,Vareebadd Phone,1,400.0,2019-04-02 18:10:00,"811 14th St, Atlanta, GA 30301",4,400.0, Atlanta, GA 30301,18
178190,Wired Headphones,1,11.99,2019-04-02 18:10:00,"811 14th St, Atlanta, GA 30301",4,11.99, Atlanta, GA 30301,18
178221,Flatscreen TV,1,300.0,2019-04-21 11:21:00,"722 13th St, Boston, MA 02215",4,300.0, Boston, MA 02215,11
178221,Lightning Charging Cable,1,14.95,2019-04-21 11:21:00,"722 13th St, Boston, MA 02215",4,14.95, Boston, MA 02215,11
178242,iPhone,1,700.0,2019-04-17 15:29:00,"681 2nd St, Austin, TX 73301",4,700.0, Austin, TX 73301,15
178242,Lightning Charging Cable,1,14.95,2019-04-17 15:29:00,"681 2nd St, Austin, TX 73301",4,14.95, Austin, TX 73301,15
178258,iPhone,1,700.0,2019-04-22 01:00:00,"479 9th St, Los Angeles, CA 90001",4,700.0, Los Angeles, CA 90001,1
178258,Apple Airpods Headphones,1,150.0,2019-04-22 01:00:00,"479 9th St, Los Angeles, CA 90001",4,150.0, Los Angeles, CA 90001,1
178280,iPhone,1,700.0,2019-04-08 12:34:00,"806 Madison St, San Francisco, CA 94016",4,700.0, San Francisco, CA 94016,12
178280,Lightning Charging Cable,1,14.95,2019-04-08 12:34:00,"806 Madison St, San Francisco, CA 94016",4,14.95, San Francisco, CA 94016,12
178290,Wired Headphones,2,11.99,2019-04-09 17:37:00,"647 Cedar St, Portland, ME 04101",4,23.98, Portland, ME 04101,17
178290,ThinkPad Laptop,1,999.99,2019-04-09 17:37:00,"647 Cedar St, Portland, ME 04101",4,999.99, Portland, ME 04101,17
178404,Bose SoundSport Headphones,1,99.99,2019-04-06 21:10:00,"425 2nd St, Seattle, WA 98101",4,99.99, Seattle, WA 98101,21
178404,USB-C Charging Cable,1,11.95,2019-04-06 21:10:00,"425 2nd St, Seattle, WA 98101",4,11.95, Seattle, WA 98101,21
178412,Vareebadd Phone,1,400.0,2019-04-05 18:58:00,"743 Forest St, New York City, NY 10001",4,400.0, New York City, NY 10001,18
178412,Wired Headphones,1,11.99,2019-04-05 18:58:00,"743 Forest St, New York City, NY 10001",4,11.99, New York City, NY 10001,18
178432,Bose SoundSport Headphones,1,99.99,2019-04-13 14:17:00,"40 12th St, Seattle, WA 98101",4,99.99, Seattle, WA 98101,14
178432,USB-C Charging Cable,1,11.95,2019-04-13 14:17:00,"40 12th St, Seattle, WA 98101",4,11.95, Seattle, WA 98101,14
178523,USB-C Charging Cable,1,11.95,2019-04-08 13:54:00,"840 Jefferson St, Boston, MA 02215",4,11.95, Boston, MA 02215,13
178523,20in Monitor,1,109.99,2019-04-08 13:54:00,"840 Jefferson St, Boston, MA 02215",4,109.99, Boston, MA 02215,13
178525,AAA Batteries (4-pack),2,2.99,2019-04-01 15:55:00,"537 Lakeview St, Los Angeles, CA 90001",4,5.98, Los Angeles, CA 90001,15
178525,AA Batteries (4-pack),2,3.84,2019-04-01 15:55:00,"537 Lakeview St, Los Angeles, CA 90001",4,7.68, Los Angeles, CA 90001,15
178527,AA Batteries (4-pack),1,3.84,2019-04-05 23:17:00,"169 Wilson St, Los Angeles, CA 90001",4,3.84, Los Angeles, CA 90001,23
178527,Bose SoundSport Headphones,1,99.99,2019-04-05 23:17:00,"169 Wilson St, Los Angeles, CA 90001",4,99.99, Los Angeles, CA 90001,23
178572,USB-C Charging Cable,1,11.95,2019-04-21 09:16:00,"177 Pine St, San Francisco, CA 94016",4,11.95, San Francisco, CA 94016,9
178572,27in 4K Gaming Monitor,1,389.99,2019-04-21 09:16:00,"177 Pine St, San Francisco, CA 94016",4,389.99, San Francisco, CA 94016,9
178749,iPhone,1,700.0,2019-04-30 15:53:00,"972 Hickory St, San Francisco, CA 94016",4,700.0, San Francisco, CA 94016,15
178749,Lightning Charging Cable,1,14.95,2019-04-30 15:53:00,"972 Hickory St, San Francisco, CA 94016",4,14.95, San Francisco, CA 94016,15
178781,Google Phone,1,600.0,2019-04-03 16:47:00,"655 1st St, San Francisco, CA 94016",4,600.0, San Francisco, CA 94016,16
178781,Wired Headphones,1,11.99,2019-04-03 16:47:00,"655 1st St, San Francisco, CA 94016",4,11.99, San Francisco, CA 94016,16
178825,iPhone,1,700.0,2019-04-02 14:00:00,"705 Center St, Atlanta, GA 30301",4,700.0, Atlanta, GA 30301,14
178825,Apple Airpods Headphones,1,150.0,2019-04-02 14:00:00,"705 Center St, Atlanta, GA 30301",4,150.0, Atlanta, GA 30301,14
178886,Google Phone,1,600.0,2019-04-08 16:11:00,"207 Spruce St, Atlanta, GA 30301",4,600.0, Atlanta, GA 30301,16
178886,Wired Headphones,1,11.99,2019-04-08 16:11:00,"207 Spruce St, Atlanta, GA 30301",4,11.99, Atlanta, GA 30301,16
178954,Google Phone,1,600.0,2019-04-17 17:12:00,"400 11th St, Boston, MA 02215",4,600.0, Boston, MA 02215,17
178954,USB-C Charging Cable,1,11.95,2019-04-17 17:12:00,"400 11th St, Boston, MA 02215",4,11.95, Boston, MA 02215,17
178989,Vareebadd Phone,1,400.0,2019-04-10 12:30:00,"891 Jefferson St, San Francisco, CA 94016",4,400.0, San Francisco, CA 94016,12
178989,USB-C Charging Cable,1,11.95,2019-04-10 12:30:00,"891 Jefferson St, San Francisco, CA 94016",4,11.95, San Francisco, CA 94016,12
178990,Google Phone,1,600.0,2019-04-10 01:39:00,"417 13th St, San Francisco, CA 94016",4,600.0, San Francisco, CA 94016,1
178990,USB-C Charging Cable,1,11.95,2019-04-10 01:39:00,"417 13th St, San Francisco, CA 94016",4,11.95, San Francisco, CA 94016,1
179000,iPhone,1,700.0,2019-04-23 22:23:00,"181 Cedar St, San Francisco, CA 94016",4,700.0, San Francisco, CA 94016,22
179000,Lightning Charging Cable,1,14.95,2019-04-23 22:23:00,"181 Cedar St, San Francisco, CA 94016",4,14.95, San Francisco, CA 94016,22
179028,27in 4K Gaming Monitor,1,389.99,2019-04-12 14:56:00,"774 12th St, Seattle, WA 98101",4,389.99, Seattle, WA 98101,14
179028,Bose SoundSport Headphones,1,99.99,2019-04-12 14:56:00,"774 12th St, Seattle, WA 98101",4,99.99, Seattle, WA 98101,14
179057,Google Phone,1,600.0,2019-04-10 21:39:00,"820 13th St, New York City, NY 10001",4,600.0, New York City, NY 10001,21
179057,USB-C Charging Cable,1,11.95,2019-04-10 21:39:00,"820 13th St, New York City, NY 10001",4,11.95, New York City, NY 10001,21
179076,Google Phone,1,600.0,2019-05-01 00:17:00,"635 Chestnut St, San Francisco, CA 94016",5,600.0, San Francisco, CA 94016,0
179076,USB-C Charging Cable,1,11.95,2019-05-01 00:17:00,"635 Chestnut St, San Francisco, CA 94016",5,11.95, San Francisco, CA 94016,0
179108,Lightning Charging Cable,1,14.95,2019-04-21 15:09:00,"828 West St, New York City, NY 10001",4,14.95, New York City, NY 10001,15
